NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
ZNF584	1	ZNF584	
ZNF583	1	ZNF583	
ZNF582	1	ZNF582	
ZNF581	1	ZNF581	
ZNF580	1	ZNF580	
RIOK3	1	RIOK3	
CARD8	1	CARD8	
CARD9	1	CARD9	
CARD6	1	CARD6	
LAPTM5	1	LAPTM5	
TTC9C	1	TTC9C	
SULF1	1	SULF1	
LRPPRC	1	LRPPRC	
SULF2	1	SULF2	
FIG4	1	FIG4	
RLIM	1	RLIM	
SARM1	1	SARM1	
FILIP1	1	FILIP1	
ZNF579	1	ZNF579	
ZNF578	1	ZNF578	
PLCD3	1	PLCD3	
ZNF577	1	ZNF577	
PLCD4	1	PLCD4	
SLC28A1	1	SLC28A1	
ZNF576	1	ZNF576	
PLCD1	1	PLCD1	
ZNF575	1	ZNF575	
SLC28A3	1	SLC28A3	
ZNF574	1	ZNF574	
ZNF573	1	ZNF573	
ZNF572	1	ZNF572	
PHLDB1	1	PHLDB1	
ZNF571	1	ZNF571	
CSF3R	1	CSF3R	
ZNF570	1	ZNF570	
IRS1	1	IRS1	
IRS2	1	IRS2	
YEATS4	1	YEATS4	
METRNL	1	METRNL	
ZNF569	1	ZNF569	
ZNF568	1	ZNF568	
ZNF567	1	ZNF567	
PHLDA2	1	PHLDA2	
ZNF566	1	ZNF566	
PHLDA1	1	PHLDA1	
ZNF565	1	ZNF565	
ZNF564	1	ZNF564	
FERRY3	1	C12orf4	
PHLDA3	1	PHLDA3	
ZNF563	1	ZNF563	
ZNF562	1	ZNF562	
PNISR	1	SFRS18	
ZNF561	1	ZNF561	
SLC15A1	1	SLC15A1	
SLC15A2	1	SLC15A2	
ENKUR	1	ENKUR	
KIAA1614	1	KIAA1614	
STIM1	1	STIM1	
STIM2	1	STIM2	
ZNF559	1	ZNF559	
ZNF558	1	ZNF558	
ZNF557	1	ZNF557	
PHLDB3	1	PHLDB3	
ZNF555	1	ZNF555	
PHLDB2	1	PHLDB2	
ZNF554	1	ZNF554	
GLYR1	1	GLYR1	
ZNF552	1	ZNF552	
ZNF551	1	ZNF551	
CSF1R	1	CSF1R	
ZNF550	1	ZNF550	
GLO1	1	GLO1	
PHF21A	1	PHF21A	
PHF21B	1	PHF21B	
STIP1	1	STIP1	
ZNF549	1	ZNF549	
ZNF548	1	ZNF548	
PAXIP1-DT	1	LOC202781	
ZNF547	1	ZNF547	
ZNF546	1	ZNF546	
SLC15A3	1	SLC15A3	
ZNF544	1	ZNF544	
KIAA0319	1	KIAA0319	
SLC15A4	1	SLC15A4	
ZNF543	1	ZNF543	
IMPG1	1	IMPG1	
IMPG2	1	IMPG2	
ZNF541	1	ZNF541	
ZNF540	1	ZNF540	
GLMN	1	GLMN	
GLMP	1	C1orf85	
CYBRD1	1	CYBRD1	
HOPX	1	HOPX	
CHERP	1	CHERP	
RIOX1	1	C14orf169	
YEATS2	1	YEATS2	
RIOX2	1	MINA	
RLN2	1	RLN2	
SPIRE2	1	SPIRE2	
SPIRE1	1	SPIRE1	
ZNF536	1	ZNF536	
EFHB	1	EFHB	
ZNF534	1	ZNF534	
ZNF532	1	ZNF532	
ZNF530	1	ZNF530	
KIAA1671	1	KIAA1671	
PPP6C	1	PPP6C	
SART1	1	SART1	
SART3	1	SART3	
GM2A	1	GM2A	
ZNF529	1	ZNF529	
ZNF528	1	ZNF528	
ZNF527	1	ZNF527	
ZNF526	1	ZNF526	
ZNF525	1	ZNF525	
ZNF524	1	ZNF524	
INSL3	1	INSL3	
ZNF521	1	ZNF521	
C19orf73	1	C19orf73	
ENSG00000291228	1	LOC652276	
SORD	1	SORD	
LCA5L	1	LCA5L	
SARS1	1	SARS	
SARS2	1	SARS2	
ZNF519	1	ZNF519	
ZNF517	1	ZNF517	
ZNF516	1	ZNF516	
ZNF514	1	ZNF514	
ZNF513	1	ZNF513	
ZNF512	1	ZNF512	
SMPDL3B	1	SMPDL3B	
SOS1	1	SOS1	
ZNF511	1	ZNF511	
SMPDL3A	1	SMPDL3A	
SOS2	1	SOS2	
ZNF510	1	ZNF510	
GLS2	1	GLS2	
TYRP1	1	TYRP1	
GLRX	1	GLRX	
DENND10P1	1	FAM45B	
ZNF507	1	ZNF507	
ZNF506	1	ZNF506	
ZNF503	1	ZNF503	
ZNF502	1	ZNF502	
ZNF501	1	ZNF501	
ZNF500	1	ZNF500	
IRX1	1	IRX1	
IRX2	1	IRX2	
SKOR1	1	LBXCOR1	
IRX5	1	IRX5	
IRX6	1	IRX6	
EFL1	1	EFTUD1	
IRX3	1	IRX3	
PLCL1	1	PLCL1	
PLCL2	1	PLCL2	
RNF138P1	1	RNF138P1	
CUL4A	1	CUL4A	
RPGRIP1	1	RPGRIP1	
SVOPL	1	SVOPL	
MARCKS	1	MARCKS	
PFKL	1	PFKL	
GLRB	1	GLRB	
INSM1	1	INSM1	
PFKM	1	PFKM	
PFKP	1	PFKP	
CUL4B	1	CUL4B	
GLTP	1	GLTP	
ARL6IP1	1	ARL6IP1	
TTLL10	1	TTLL10	
DDX60L	1	DDX60L	
C19orf25	1	C19orf25	
SOX2	1	SOX2	
LRMDA	1	C10orf11	
EDNRA	1	EDNRA	
ZNF609	1	ZNF609	
EDNRB	1	EDNRB	
ZNF608	1	ZNF608	
RUSC2	1	RUSC2	
ZNF607	1	ZNF607	
RUSC1	1	RUSC1	
ZNF606	1	ZNF606	
CHEK2	1	CHEK2	
ZNF605	1	ZNF605	
CHEK1	1	CHEK1	
ARL6IP5	1	ARL6IP5	
ARL6IP4	1	ARL6IP4	
SOX8	1	SOX8	
SOX9	1	SOX9	
ZNF600	1	ZNF600	
SOX6	1	SOX6	
GLUL	1	GLUL	
SOX7	1	SOX7	
SOX4	1	SOX4	
ARL6IP6	1	ARL6IP6	
SOX5	1	SOX5	
JMJD4	1	JMJD4	
C19orf38	1	C19orf38	
RECQL	1	RECQL	
C19orf33	1	C19orf33	
JMJD8	1	JMJD8	
JMJD6	1	JMJD6	
SHLD2P1	1	FAM35B	
CENPBD1P	1	CENPBD1	
SHLD2P3	1	FAM35B2	
TTLL13	1	TTLL13	
PFN4	1	PFN4	
TTLL11	1	TTLL11	
TTLL12	1	TTLL12	
PFN1	1	PFN1	
PFN2	1	PFN2	
TMEM161B	1	TMEM161B	
TMEM161A	1	TMEM161A	
C19orf44	1	C19orf44	
C19orf47	1	C19orf47	
IRX2-DT	1	C5orf38	
FIS1	1	FIS1	
CARMIL1	1	LRRC16A	
CARMIL2	1	RLTPR	
C19orf53	1	C19orf53	
CARMIL3	1	LRRC16B	
SS18L1	1	SS18L1	
SS18L2	1	SS18L2	
ZWINT	1	ZWINT	
OCLN	1	OCLN	
CREBRF	1	C5orf41	
CC2D1A	1	CC2D1A	
CC2D1B	1	CC2D1B	
KRT23	1	KRT23	
KRT20	1	KRT20	
MKRN10P	1	LOC441455	
CCHCR1	1	CCHCR1	
CC2D2A	1	CC2D2A	
CC2D2B	1	CC2D2B	
TOMM70	1	TOMM70A	
PACRG	1	PACRG	
INSRR	1	INSRR	
PACS2	1	PACS2	
PACS1	1	PACS1	
MPPED2	1	MPPED2	
DCP2	1	DCP2	
TOMM40	1	TOMM40	
ZNF137P	1	ZNF137	
DCPS	1	DCPS	
CA12	1	CA12	
ARNT2	1	ARNT2	
CA11	1	CA11	
CA10	1	CA10	
KRT13	1	KRT13	
C19orf18	1	C19orf18	
KRT10	1	KRT10	
C19orf12	1	C19orf12	
KMT2E-AS1	2	LOC100216545:LOC723809	
KRT19	1	KRT19	
KRT18	1	KRT18	
KRT17	1	KRT17	
KRT16	1	KRT16	
KRT15	1	KRT15	
KRT14	1	KRT14	
TRIP10	1	TRIP10	
TRIP11	1	TRIP11	
TRIP12	1	TRIP12	
TRIP13	1	TRIP13	
NUCKS1	1	NUCKS1	
TOMM20	1	TOMM20	
TOMM22	1	TOMM22	
OIP5-AS1	1	LOC729082	
CMTR1	1	FTSJD2	
KRT6C	1	KRT6C	
CA14	1	CA14	
CMTR2	1	FTSJD1	
KRT6B	1	KRT6B	
CA13	1	CA13	
KRT6A	1	KRT6A	
KRT79	1	KRT79	
TOMM34	1	TOMM34	
TSC2	1	TSC2	
OCRL	1	OCRL	
TSC1	1	TSC1	
ALDH3A2	1	ALDH3A2	
DCTD	1	DCTD	
ALDH3A1	1	ALDH3A1	
FIZ1	1	FIZ1	
ISCU	1	ISCU	
HPCA	1	HPCA	
ALDH3B2	1	ALDH3B2	
ALDH3B1	1	ALDH3B1	
COBLL1	1	COBLL1	
RIPK1	1	RIPK1	
ANKZF1	1	ANKZF1	
ENKD1	1	C16orf48	
ACBD7	1	ACBD7	
BTNL9	1	BTNL9	
NACA4P	1	NACAP1	
ACBD6	1	ACBD6	
BTNL8	1	BTNL8	
ACBD5	1	ACBD5	
ACBD4	1	ACBD4	
MRGBP	1	C20orf20	
ACBD3	1	ACBD3	
CREBZF	1	CREBZF	
SCYL3	1	SCYL3	
KAAG1	1	KAAG1	
HPF1	1	C4orf27	
CA5B	1	CA5B	
CASTOR3P	1	GATS	
KYNU	1	KYNU	
NAPRT	1	NAPRT1	
SPEG	1	SPEG	
SCYL2	1	SCYL2	
SCYL1	1	SCYL1	
TSFM	1	TSFM	
JAGN1	1	JAGN1	
DCXR	1	DCXR	
RUSF1	1	C16orf58	
HPDL	1	HPDL	
HSH2D	1	HSH2D	
PXYLP1	1	ACPL2	
LUC7L3	1	LUC7L3	
ITGB3BP	1	ITGB3BP	
LUC7L2	1	LUC7L2	
PRTFDC1	1	PRTFDC1	
SASH3	1	SASH3	
KRT81	1	KRT81	
KRT80	1	KRT80	
HPGD	1	HPGD	
TUFT1	1	TUFT1	
SPG7	1	SPG7	
KRT86	1	KRT86	
U2AF1L4	1	U2AF1L4	
GMDS	1	GMDS	
SASH1	1	SASH1	
CMTM7	1	CMTM7	
SPEN	1	SPEN	
CMTM8	1	CMTM8	
CMTM3	1	CMTM3	
CMTM4	1	CMTM4	
CMTM5	1	CMTM5	
CMTM6	1	CMTM6	
PDE4DIP	1	PDE4DIP	
GDAP1	1	GDAP1	
GDAP2	1	GDAP2	
TSHR	1	TSHR	
TICRR	1	C15orf42	
RMC1	1	C18orf8	
CMTM1	1	CMTM1	
CMTM2	1	CMTM2	
TSKS	1	TSKS	
GMFB	1	GMFB	
SPI1	1	SPI1	
TUBBP5	1	TUBBP5	
GMFG	1	GMFG	
ANAPC1P2	1	LOC285074	
ISM1	1	ISM1	
TSKU	1	TSKU	
SPIB	1	SPIB	
ISLR	1	ISLR	
RAVER1	1	RAVER1	
RAVER2	1	RAVER2	
MTERF1	1	MTERF	
MLYCD	1	MLYCD	
GTSE1	1	GTSE1	
ARPIN	1	C15orf38	
ZNF271P	1	ZNF271	
ISL1	1	ISL1	
CTAGE1	1	CTAGE1	
ISL2	1	ISL2	
RPL13AP20	1	RPL13AP20	
CTAGE4	1	CTAGE4	
CTAGE9	1	CTAGE9	
TMEM126A	1	TMEM126A	
CTAGE6	1	CTAGE6	
TMEM126B	1	TMEM126B	
GTSF1	1	GTSF1	
NLRX1	1	NLRX1	
BAZ2A	1	BAZ2A	
BAZ2B	1	BAZ2B	
PLA2G5	1	PLA2G5	
PLA2G6	1	PLA2G6	
PLA2G7	1	PLA2G7	
RHOT2	1	RHOT2	
RHOT1	1	RHOT1	
AFMID	1	AFMID	
SYNDIG1	1	TMEM90B	
PRELID3A	1	SLMO1	
PRELID3B	1	SLMO2	
CCZ1B	1	C7orf28B	
MTERF3	1	MTERFD1	
TSLP	1	TSLP	
MTERF2	1	MTERFD3	
CYP4F2	1	CYP4F2	
CYP4F3	1	CYP4F3	
MTERF4	1	MTERFD2	
PGA3	1	PGA3	
POM121L8P	1	POM121L8P	
ZNF497	1	ZNF497	
ZNF496	1	ZNF496	
ANXA8L1	1	ANXA8L2	
ZNF493	1	ZNF493	
ZNF492	1	ZNF492	
LRRC10B	1	LRRC10B	
ZNF491	1	ZNF491	
ZNF490	1	ZNF490	
DDX12P	1	DDX12	
MED19	1	MED19	
MED16	1	MED16	
OSBPL11	1	OSBPL11	
MED15	1	MED15	
MED18	1	MED18	
DDA1	1	DDA1	
MED17	1	MED17	
OSBPL10	1	OSBPL10	
MECP2	1	MECP2	
MED12	1	MED12	
MED11	1	MED11	
MED14	1	MED14	
MED13	1	MED13	
TIFAB	1	TIFAB	
MECOM	1	MECOM	
MED10	1	MED10	
DDX12B	1	LOC642846	
TSPO	1	TSPO	
BMERB1	1	C16orf45	
POM121L1P	1	POM121L1P	
ZNF488	1	ZNF488	
ZNF487	1	ZNF487	
ZNF486	1	ZNF486	
ZNF485	1	ZNF485	
ZNF484	1	ZNF484	
RMI2	1	C16orf75	
ZNF483	1	ZNF483	
CNOT6L	1	CNOT6L	
RMI1	1	RMI1	
ZNF480	1	ZNF480	
KIAA1143	1	KIAA1143	
BAZ1A	1	BAZ1A	
JOSD2	1	JOSD2	
BAZ1B	1	BAZ1B	
GMIP	1	GMIP	
JOSD1	1	JOSD1	
MED27	1	MED27	
MED26	1	MED26	
MED29	1	MED29	
PGM2L1	1	PGM2L1	
DDB2	1	DDB2	
MED28	1	MED28	
DDB1	1	DDB1	
MED23	1	MED23	
MED22	1	MED22	
MED25	1	MED25	
MED24	1	MED24	
INCENP	1	INCENP	
JMJD7-PLA2G4B	1	JMJD7-PLA2G4B	
MED21	1	MED21	
MED20	1	MED20	
ZNF474	1	ZNF474	
ZNF473	1	ZNF473	
ZSWIM1	1	ZSWIM1	
ZNF471	1	ZNF471	
ZNF470	1	ZNF470	
NUDT16L2P	1	NUDT16P1	
TSR3	1	C16orf42	
CRCT1	1	CRCT1	
ODC1	1	ODC1	
ABCB11	1	ABCB11	
EGFR	1	EGFR	
ZSWIM8	1	KIAA0913	
SPOP	1	SPOP	
SPP1	1	SPP1	
ZNF469	1	ZNF469	
ZSWIM6	1	ZSWIM6	
ZNF468	1	ZNF468	
ZSWIM7	1	ZSWIM7	
ZNF467	1	ZNF467	
ZSWIM4	1	ZSWIM4	
ZSWIM5	1	ZSWIM5	
ZSWIM3	1	ZSWIM3	
GNAS-AS1	1	GNASAS	
ZNF462	1	ZNF462	
ZNF461	1	ZNF461	
ZNF460	1	ZNF460	
ODAM	1	ODAM	
NUDT22	1	NUDT22	
ST7-AS1	1	ST7OT1	
NUDT21	1	NUDT21	
ABCB10	1	ABCB10	
SLCO3A1	1	SLCO3A1	
TAOK3	1	TAOK3	
TAOK1	1	TAOK1	
TAOK2	1	TAOK2	
TSR2	1	TSR2	
TSR1	1	TSR1	
ZNF454	1	ZNF454	
ZNF451	1	ZNF451	
OLFML2B	1	OLFML2B	
NAB1	1	NAB1	
REG1B	1	REG1B	
GMNN	1	GMNN	
NAB2	1	NAB2	
REG1A	1	REG1A	
MPV17L2	1	MPV17L2	
CASC2	1	CASC2	
CASC3	1	CASC3	
OLFML2A	1	OLFML2A	
NUDT11	1	NUDT11	
NUDT10	1	NUDT10	
NUDT19	1	NUDT19	
ZNF449	1	ZNF449	
NUDT18	1	NUDT18	
NUDT17	1	NUDT17	
NUDT16	1	NUDT16	
ZNF446	1	ZNF446	
MTPAP	1	MTPAP	
NUDT15	1	NUDT15	
ZNF445	1	ZNF445	
NUDT14	1	NUDT14	
ZNF444	1	ZNF444	
NUDT13	1	NUDT13	
ZNF443	1	ZNF443	
NUDT12	1	NUDT12	
ZNF442	1	ZNF442	
ZNF441	1	ZNF441	
ZNF440	1	ZNF440	
IST1	1	KIAA0174	
ZCRB1	1	ZCRB1	
CASD1	1	CASD1	
METTL21EP	1	LOC121952	
NAAA	1	NAAA	
ZNF439	1	ZNF439	
ZNF438	1	ZNF438	
ZNF436	1	ZNF436	
PLA2R1	1	PLA2R1	
ZNF433	1	ZNF433	
ZNF432	1	ZNF432	
ZNF431	1	ZNF431	
SPATA9	1	SPATA9	
ZNF430	1	ZNF430	
REG3A	1	REG3A	
SMYD5	1	SMYD5	
TMEM121B	1	CECR6	
GMPS	1	GMPS	
SPATA1	1	SPATA1	
GMPR	1	GMPR	
SPATA2	1	SPATA2	
REG3G	1	REG3G	
SPATA6	1	SPATA6	
SPATA7	1	SPATA7	
MED30	1	MED30	
ZNF429	1	ZNF429	
MED31	1	MED31	
ZNF428	1	ZNF428	
PGK1	1	PGK1	
SMYD2	1	SMYD2	
ZNF426	1	ZNF426	
BRIX1	1	BRIX1	
SMYD4	1	SMYD4	
ZNF425	1	ZNF425	
NAE1	1	NAE1	
SMYD3	1	SMYD3	
ZNF423	1	ZNF423	
NADK	1	NADK	
ZNF420	1	ZNF420	
TMEM120B	1	TMEM120B	
ODF2	1	ODF2	
TMEM120A	1	TMEM120A	
HPS1	1	HPS1	
HPS4	1	HPS4	
RABL2A	1	RABL2A	
HPS3	1	HPS3	
RABL2B	1	RABL2B	
ARPC4	1	ARPC4	
HPS6	1	HPS6	
ARPC5	1	ARPC5	
HPS5	1	HPS5	
ARPC2	1	ARPC2	
ARPC3	1	ARPC3	
NACA	1	NACA	
ZNF419	1	ZNF419	
ZNF418	1	ZNF418	
ZNF417	1	ZNF417	
ZNF416	1	ZNF416	
ZNF415	1	ZNF415	
ZNF414	1	ZNF414	
HPSE	1	HPSE	
OSBPL1A	1	OSBPL1A	
ZNF410	1	ZNF410	
SPRN	1	SPRN	
ISY1	1	ISY1	
ITGB1	1	ITGB1	
NFYC-AS1	1	LOC100130557	
MIPEP	1	MIPEP	
CIITA	1	CIITA	
GPR89A	1	GPR89A	
ITGAM	1	ITGAM	
ITGB5	1	ITGB5	
NUMA1	1	NUMA1	
ITGB4	1	ITGB4	
ITGB3	1	ITGB3	
ITGB2	1	ITGB2	
ITGAE	1	ITGAE	
ELFN2	1	ELFN2	
ITGAL	1	ITGAL	
ELFN1	1	ELFN1	
GPR89B	2	GPR89C:GPR89B	
NKPD1	1	NKPD1	
ZNRD2	1	SSSCA1	
ZNF408	1	ZNF408	
DDI2	1	DDI2	
ZNF407	1	ZNF407	
ITGAX	1	ITGAX	
PGM3	1	PGM3	
ITGB8	1	ITGB8	
PGM2	1	PGM2	
UGT2A3	1	UGT2A3	
ZNF404	1	ZNF404	
ITGAV	1	ITGAV	
ITGB7	1	ITGB7	
PGM5	1	PGM5	
ITGB6	1	ITGB6	
PGLS	1	PGLS	
YAF2	1	YAF2	
PGM1	1	PGM1	
RMRP	1	RMRP	
TMEM255B	1	FAM70B	
ITGA4	1	ITGA4	
TMEM255A	1	FAM70A	
ITGA3	1	ITGA3	
ITGA2	1	ITGA2	
ITGA1	1	ITGA1	
AHSA1	1	AHSA1	
TFIP11	1	TFIP11	
SPTB	1	SPTB	
ADORA2A	1	ADORA2A	
ITGAD	1	ITGAD	
RRM2B	1	RRM2B	
ADORA2B	1	ADORA2B	
SPATC1	1	SPATC1	
ITGA8	1	ITGA8	
ITGA7	1	ITGA7	
ITGA6	1	ITGA6	
NAF1	1	NAF1	
ITGA5	1	ITGA5	
YAE1	1	C7orf36	
UGT2B7	1	UGT2B7	
ITGA9	1	ITGA9	
BECN1	1	BECN1	
ROCK1	1	ROCK1	
ROCK2	1	ROCK2	
FOXRED1	1	FOXRED1	
FOXRED2	1	FOXRED2	
ZNRF1	1	ZNRF1	
ZNRF2	1	ZNRF2	
ZNRF3	1	ZNRF3	
CCDC85C	1	CCDC85C	
CCDC85B	1	CCDC85B	
CCDC85A	1	CCDC85A	
FEM1C	1	FEM1C	
POLR2J3	1	POLR2J3	
POLR2J4	1	POLR2J4	
POLR2J2	1	POLR2J2	
FEM1A	1	FEM1A	
FEM1B	1	FEM1B	
CYP4B1	1	CYP4B1	
NAGA	1	NAGA	
NAGK	1	NAGK	
POU2AF3	1	C11orf93	
POU2AF1	1	POU2AF1	
POU2AF2	1	C11orf53	
RMST	1	RMST	
NAGS	1	NAGS	
LDLRAD1	1	LDLRAD1	
LDLRAD2	1	LDLRAD2	
LDLRAD3	1	LDLRAD3	
LDLRAD4	1	C18orf1	
MIR7-3HG	1	C19orf30	
CCDC102A	1	CCDC102A	
CCDC102B	1	CCDC102B	
SNRPD2	1	SNRPD2	
SNRPD1	1	SNRPD1	
SNRPD3	1	SNRPD3	
SPA17	1	SPA17	
TBC1D22A	1	TBC1D22A	
TBC1D22B	1	TBC1D22B	
EGOT	1	EGOT	
UNC93A	1	UNC93A	
FAM76B	1	FAM76B	
FAM76A	1	FAM76A	
NAIP	1	NAIP	
NUMBL	1	NUMBL	
GGNBP2	1	GGNBP2	
TBC1D9B	1	TBC1D9B	
GARRE1	1	KIAA0355	
CES1P1	1	CES4	
GSPT2	1	GSPT2	
GSPT1	1	GSPT1	
PGS1	1	PGS1	
SEC14L2	1	SEC14L2	
BRIP1	1	BRIP1	
SEC14L1	1	SEC14L1	
SEC14L4	1	SEC14L4	
SEC14L5	1	SEC14L5	
MIR1915HG	1	C10orf114	
TBC1D8B	1	TBC1D8B	
EGR1	1	EGR1	
EGR2	1	EGR2	
EGR3	1	EGR3	
EGR4	1	EGR4	
FAM78B	1	FAM78B	
FAM78A	1	FAM78A	
SIGLEC17P	1	SIGLECP3	
TSPEAR-AS1	1	C21orf90	
CALY	1	CALY	
EPRS1	2	QARS:EPRS	
CALU	1	CALU	
CALR	1	CALR	
DDR1	1	DDR1	
NAT10	1	NAT10	
NAT14	1	NAT14	
MEDAG	1	C13orf33	
NAT16	1	C7orf52	
NANP	1	NANP	
MAP1LC3B	1	MAP1LC3B	
ODR4	1	C1orf27	
MAP1LC3A	1	MAP1LC3A	
MIS18BP1	1	C14orf106	
MAP1LC3C	1	MAP1LC3C	
CHAMP1	1	ZNF828	
NANS	1	NANS	
CAMP	1	CAMP	
HTATIP2	1	HTATIP2	
APOBEC1	1	APOBEC1	
CAP1	1	CAP1	
APOBEC2	1	APOBEC2	
NBPF10	1	NBPF10	
NBPF11	1	LOC200030	
NBPF14	1	NBPF14	
NBPF15	2	NBPF16:NBPF15	
CANX	1	CANX	
MFGE8	1	MFGE8	
FJX1	1	FJX1	
DDR2	1	DDR2	
NAPA	1	NAPA	
YAP1	1	YAP1	
NAPB	1	NAPB	
GNAI3	1	GNAI3	
CAPG	1	CAPG	
GNAI1	1	GNAI1	
NAPG	1	NAPG	
GNAI2	1	GNAI2	
PNMA1	1	PNMA1	
EPS15	1	EPS15	
CAP2	1	CAP2	
GABBR2	1	GABBR2	
GABBR1	1	GABBR1	
DDTL	1	DDTL	
PNMA5	1	PNMA5	
TTC1	1	TTC1	
PNMA3	1	PNMA3	
PNMA2	1	PNMA2	
TTC9	1	TTC9	
ITCH	1	ITCH	
TTC8	1	TTC8	
TTC5	1	TTC5	
TTC4	1	TTC4	
TTC3	1	TTC3	
RTN4IP1	1	RTN4IP1	
CAPS	1	CAPS	
NARF	1	NARF	
TBC1D3B	1	TBC1D3B	
SNORD1C	1	SNORD1C	
MSMO1	1	SC4MOL	
TBC1D3C	1	TBC1D3C	
TTF2	1	TTF2	
TTF1	1	TTF1	
YARS1	1	YARS	
CARF	1	ALS2CR8	
YARS2	1	YARS2	
TBC1D3H	1	TBC1D3H	
AKR7A2	1	AKR7A2	
SNORD17	1	SNORD17	
AKR7A3	1	AKR7A3	
TBC1D31	1	WDR67	
TBC1D32	1	C6orf170	
CAST	1	CAST	
CASR	1	CASR	
IRAG1	1	MRVI1	
CASK	1	CASK	
IRAG2	1	LRMP	
CDKAL1	1	CDKAL1	
TBC1D2B	1	TBC1D2B	
TBC1D20	1	TBC1D20	
TBC1D24	1	TBC1D24	
WDFY1	1	WDFY1	
TBC1D25	1	TBC1D25	
WDFY3	1	WDFY3	
TBC1D23	1	TBC1D23	
TSNARE1	1	TSNARE1	
WDFY2	1	WDFY2	
CARS1	1	CARS	
CARS2	1	CARS2	
WDFY4	1	WDFY4	
EMID1	1	EMID1	
DDX6	1	DDX6	
GNAZ	1	GNAZ	
DDX5	1	DDX5	
TBC1D19	1	TBC1D19	
PKDCC	1	PKDCC	
DDX1	1	DDX1	
VCPIP1	1	VCPIP1	
IRAK1	1	IRAK1	
IRAK2	1	IRAK2	
RHPN1	1	RHPN1	
TBC1D13	1	TBC1D13	
TBC1D14	1	TBC1D14	
RHPN2	1	RHPN2	
TBC1D12	1	TBC1D12	
TBC1D17	1	TBC1D17	
TBC1D15	1	TBC1D15	
TBC1D16	1	TBC1D16	
CAV2	1	CAV2	
CAV1	1	CAV1	
CNOT10	1	CNOT10	
GNAO1	1	GNAO1	
UEVLD	1	UEVLD	
GNAL	1	GNAL	
NAT8	1	NAT8	
NASP	1	NASP	
NAT1	1	NAT1	
CNOT11	1	C2orf29	
NAT2	1	NAT2	
GNAQ	1	GNAQ	
GNB2	1	GNB2	
GNB1	1	GNB1	
GNAS	1	GNAS	
GNB4	1	GNB4	
GNB3	1	GNB3	
GNB5	1	GNB5	
NAT9	1	NAT9	
PTMAP11	1	LOC441454	
SLC35E2A	1	SLC35E2	
DYRK4	1	DYRK4	
DYRK3	1	DYRK3	
DYRK2	1	DYRK2	
HP1BP3	1	HP1BP3	
DPY30	1	DPY30	
RND2	1	RND2	
RND3	1	RND3	
RND1	1	RND1	
IDI2-AS1	1	C10orf110	
MYO18B	1	MYO18B	
MYO18A	2	TIAF1:MYO18A	
FBXL19-AS1	1	NCRNA00095	
CARMN	1	LOC728264	
NAT8B	1	NAT8B	
PDPK1	1	PDPK1	
IRAK3	1	IRAK3	
NAV1	1	NAV1	
IRAK4	1	IRAK4	
NAV2	1	NAV2	
QRSL1	1	QRSL1	
TTI2	1	C8orf41	
TTI1	1	KIAA0406	
TAPBP	1	TAPBP	
NAV3	1	NAV3	
GNB1L	1	GNB1L	
FAM72D	1	FAM72D	
NAT8L	1	NAT8L	
CLRN3	1	CLRN3	
FAM72B	1	FAM72B	
FAM72A	1	FAM72A	
NBPF7P	1	NBPF7	
NAXE	1	APOA1BP	
RNF8	1	RNF8	
RNF6	1	RNF6	
RSPH9	1	RSPH9	
RNF7	1	RNF7	
RNF4	1	RNF4	
RNF5	1	RNF5	
RNF2	1	RNF2	
GNG3	1	GNG3	
GNG2	1	GNG2	
GNG5	1	GNG5	
GNG4	1	GNG4	
GNG7	1	GNG7	
TRA2B	1	TRA2B	
TRA2A	1	TRA2A	
TMED7-TICAM2	1	TMED7-TICAM2	
RSPH3	1	RSPH3	
RSPH1	1	RSPH1	
MYO15B	1	MYO15B	
MYO15A	1	MYO15A	
SIMC1	1	C5orf25	
CARM1	1	CARM1	
NAXD	1	CARKD	
NRDE2	1	C14orf102	
PHB1	1	PHB	
RNH1	1	RNH1	
GPATCH2	1	GPATCH2	
GPATCH1	1	GPATCH1	
HNRNPU	2	NCRNA00201:HNRNPU	
GPATCH4	1	GPATCH4	
HNRNPR	1	HNRNPR	
PHAX	1	PHAX	
ADARB1	1	ADARB1	
GPATCH3	1	GPATCH3	
ADARB2	1	ADARB2	
PHB2	1	PHB2	
GPATCH8	1	GPATCH8	
MIR22HG	1	C17orf91	
CMKLR2	1	GPR1	
CMKLR1	1	CMKLR1	
DDX17	1	DDX17	
DDX18	1	DDX18	
DDX11	1	DDX11	
DDX10	1	DDX10	
MSL3B	1	MSL3L2	
ASTN2	1	ASTN2	
ASTN1	1	ASTN1	
RHNO1	1	C12orf32	
ZNF398	1	ZNF398	
ZNF397	1	ZNF397	
ZNF396	1	ZNF396	
ZNF395	1	ZNF395	
ZNF394	1	ZNF394	
PDXDC1	1	PDXDC1	
ZNF391	1	ZNF391	
PHYHIPL	1	PHYHIPL	
NTHL1	1	NTHL1	
TTPA	1	TTPA	
NCKAP1L	1	NCKAP1L	
PLEK2	1	PLEK2	
NRBF2	1	NRBF2	
NHEJ1	1	NHEJ1	
PRELID2	1	PRELID2	
PHC2	1	PHC2	
PRELID1	1	PRELID1	
ZNF384	1	ZNF384	
PHC1	1	PHC1	
